danish,english,ukranian
"Er du bekendt med symptomer på allergiske reaktioner, såsom hævelse eller kløe?","Are you familiar with symptoms of allergic reactions, such as swelling or itching?","Чи знайомі ви з такими симптомами алергічних реакцій, як набряк або свербіж?"
Har du oplevet hævelse eller kløe som følge af allergi?,Have you experienced swelling or itching due to allergy?,Чи був у вас набряк або свербіж через алергію?
Er du bekendt med at have oplevet allergiske symptomer som hævelse eller kløe?,Are you familiar with experiencing allergic symptoms like swelling or itching?,"Чи знайомі ви з такими алергічними симптомами, як набряк або свербіж?"
"Har du tidligere haft allergiske reaktioner, der involverede hævelse eller kløe?",Have you had allergic reactions in the past involving swelling or itching?,"Чи були у вас в минулому алергічні реакції, що включали набряк або свербіж?"
Har du oplevet nogen form for allergisk hævelse eller kløe før?,Have you experienced any type of allergic swelling or itching before?,Чи були у вас раніше алергічні набряки або свербіж?
"Er du opmærksom på symptomerne på allergi, herunder hævelse eller kløe?","Are you aware of allergy symptoms, including swelling or itching?","Чи знаєте ви про симптоми алергії, такі як набряк або свербіж?"
"Har du haft allergiske reaktioner, der manifesterede sig som hævelse eller kløe?",Have you had allergic reactions that manifested as swelling or itching?,"Чи були у вас алергічні реакції, які проявлялися у вигляді набряку або свербіння?"
"Har du oplevet nogen form for ubehag, som kunne være allergisk hævelse eller kløe?",Have you experienced any discomfort that could be allergic swelling or itching?,"Чи відчували ви дискомфорт, який може бути пов'язаний з алергічним набряком або свербінням?"
"Har du haft allergiske symptomer, der resulterede i hævelse eller kløe?",Have you had allergic symptoms resulting in swelling or itching?,"Чи були у вас алергічні симптоми, що призводили до набряку або свербежу?"
Har du haft nogen allergiske reaktioner på kontrastmidler?,Have you had any allergic reactions to contrast agents?,Чи були у вас алергічні реакції на контрастні речовини?
Har du oplevet allergiske reaktioner over for visse fødevarer?,Have you experienced allergic reactions to certain foods?,Чи були у вас алергічні реакції на певні продукти харчування?
Er du allergisk over for nogen madvarer?,Are you allergic to any foods?,Чи є у вас алергія на якісь продукти харчування?
Har du haft allergiske reaktioner efter at have spist visse fødevarer?,Have you had allergic reactions after eating certain foods?,Чи були у вас алергічні реакції після вживання певних продуктів?
