danish,english,ukranian
Har du nogensinde haft allergiske reaktioner på medicin?,Have you ever had allergic reactions to medication?,Чи ви коли-небудь мали алергічні реакції на медикаменти?
Har du oplevet allergiske symptomer som hævelse eller kløe?,Have you experienced allergic symptoms such as swelling or itching?,"Чи ви відчували алергічні симптоми, такі як набряк чи свербіж?"
"Har du nogensinde haft allergiske reaktioner, såsom hævelse eller kløe?","Have you ever had allergic reactions, such as swelling or itching?","Чи ви коли-небудь мали алергічні реакції, такі як набряк чи свербіж?"
"Er du bekendt med symptomer på allergiske reaktioner, såsom hævelse eller kløe?","Are you familiar with symptoms of allergic reactions, such as swelling or itching?","Чи ви знаєте симптоми алергічних реакцій, такі як набряк чи свербіж?"
Har du oplevet hævelse eller kløe som følge af allergi?,Have you experienced swelling or itching due to allergy?,Чи ви відчували набряк чи свербіж через алергію?
Er du bekendt med at have oplevet allergiske symptomer som hævelse eller kløe?,Are you familiar with experiencing allergic symptoms like swelling or itching?,"Чи ви знайомі з досвідом відчуття алергічних симптомів, таких як набряк чи свербіж?"
"Har du tidligere haft allergiske reaktioner, der involverede hævelse eller kløe?",Have you had allergic reactions in the past involving swelling or itching?,"Чи ви мали алергічні реакції в минулому, що проявлялися у вигляді набряку чи свербіжу?"
Har du oplevet nogen form for allergisk hævelse eller kløe før?,Have you experienced any type of allergic swelling or itching before?,Чи ви відчували будь-який тип алергічного набряку чи свербіжу раніше?
"Er du opmærksom på symptomerne på allergi, herunder hævelse eller kløe?","Are you aware of allergy symptoms, including swelling or itching?","Чи ви знаєте симптоми алергії, включаючи набряк чи  свербіж?"
"Har du haft allergiske reaktioner, der manifesterede sig som hævelse eller kløe?",Have you had allergic reactions that manifested as swelling or itching?,"Чи ви мали алергічні реакції, які проявлялися у вигляді набряку чи свербіжу?"
"Har du oplevet nogen form for ubehag, som kunne være allergisk hævelse eller kløe?",Have you experienced any discomfort that could be allergic swelling or itching?,"Чи ви відчували дискомфорт, який може бути алергічним набряком чи свербіжем?"
