danish,english,ukranian
Er du bekendt med at opleve allergiske symptomer som blæser eller kløe?,Are you familiar with experiencing allergic symptoms like blowing or itching?,"Чи знайомі ви з такими алергічними симптомами, як набряк або свербіж?"
Har du haft allergiske reaktioner i fortiden involverer hævelse eller kløe?,Have you had allergic reactions in the past involving swelling or itch?,"Чи були у вас в минулому алергічні реакції, що включали набряк або свербіж?"
Har du gennemgået nogen form for allergisk hævelse eller kløe før?,Have you undergone any type of allergic swelling or itching before?,Чи були у вас раніше алергічні набряки або свербіж?
"Er du klar over allergisymptomer, herunder svulmende eller kløe?","Are you aware of allergy symptoms, including swell or itching?","Чи знаєте ви про симптоми алергії, такі як набряк або свербіж?"
"Har du haft allergiske reaktioner, der manifesterede sig som svulmende eller kløe?",Have you had allergic reactions that manifested as swell or itching?,"Чи були у вас алергічні реакції, які проявлялися у вигляді набряку або свербіння?"
"Har du oplevet noget ubehag, der kan være allergisk ødem eller kløe?",Have you experienced any discomfort that could be allergic edema or itching?,"Чи відчували ви дискомфорт, який може бути пов'язаний з алергічним набряком або свербінням?"
"Har du haft allergiske symptomer, der resulterer i blæser eller kløe?",Have you had allergic symptoms resulting in blowing or itching?,"Чи були у вас алергічні симптоми, що призводили до набряку або свербежу?"
Har du haft nogen allergiske reaktioner over for kontrast officer?,Have you had any allergic reactions to contrast officer?,Чи були у вас алергічні реакції на контрастні речовини?
Har du oplevet allergiske svar på visse fødevarer?,Have you experienced allergic replies to certain foods?,Чи були у вас алергічні реакції на певні продукти харчування?
Er du allergi overfor nogen fødevarer?,Are you allergies to any foods?,Чи є у вас алергія на якісь продукти харчування?
Har du haft allergisk reaktion efter at have spist visse fødevarer?,Have you had allergic reaction after eating certain foods?,Чи були у вас алергічні реакції після вживання певних продуктів?
"Er der fødevarer, du reagerer allergisk over for?",Are there foods you reacting allergic to?,Чи є у вас алергія на якусь їжу?
